enrollid,stuid,lid,enroll_date,status,semester,enroll_type
327840,107840,200003,2026-03-02,완료,2026-1,정규
327841,107841,200003,2026-03-02,완료,2026-1,정규
327842,107842,200003,2026-03-02,완료,2026-1,정규
327843,107843,200003,2026-03-02,완료,2026-1,정규
327844,107844,200003,2026-03-02,완료,2026-1,정규
327845,107845,200003,2026-03-02,완료,2026-1,정규
327846,107846,200003,2026-03-02,완료,2026-1,정규
327847,107847,200003,2026-03-02,완료,2026-1,정규
327848,107848,200003,2026-03-02,완료,2026-1,정규
327849,107849,200003,2026-03-02,완료,2026-1,정규
327850,107850,200003,2026-03-02,완료,2026-1,정규
327851,107851,200003,2026-03-02,완료,2026-1,정규
327852,107852,200003,2026-03-02,완료,2026-1,정규
327853,107853,200003,2026-03-02,완료,2026-1,정규
327854,107854,200003,2026-03-02,완료,2026-1,정규
327855,107855,200003,2026-03-02,완료,2026-1,정규
327856,107856,200003,2026-03-02,완료,2026-1,정규
327857,107857,200003,2026-03-02,완료,2026-1,정규
327858,107858,200003,2026-03-02,완료,2026-1,정규
327859,107859,200003,2026-03-02,완료,2026-1,정규
327860,107860,200003,2026-03-02,완료,2026-1,정규
327861,107861,200003,2026-03-02,완료,2026-1,정규
327862,107862,200003,2026-03-02,완료,2026-1,정규
327863,107863,200003,2026-03-02,완료,2026-1,정규
327864,107864,200003,2026-03-02,완료,2026-1,정규
327865,107865,200003,2026-03-02,완료,2026-1,정규
327866,107866,200003,2026-03-02,완료,2026-1,정규
327867,107867,200003,2026-03-02,완료,2026-1,정규
327868,107868,200003,2026-03-02,완료,2026-1,정규
327869,107869,200003,2026-03-02,완료,2026-1,정규
327870,107870,200003,2026-03-02,완료,2026-1,정규
327871,107871,200003,2026-03-02,완료,2026-1,정규
327872,107872,200003,2026-03-02,완료,2026-1,정규
327873,107873,200003,2026-03-02,완료,2026-1,정규
327874,107874,200003,2026-03-02,완료,2026-1,정규
327875,107875,200003,2026-03-02,완료,2026-1,정규
327876,107876,200003,2026-03-02,완료,2026-1,정규
327877,107877,200003,2026-03-02,완료,2026-1,정규
327878,107878,200003,2026-03-02,완료,2026-1,정규
327879,107879,200003,2026-03-02,완료,2026-1,정규
327880,107880,200003,2026-03-02,완료,2026-1,정규
327881,107881,200003,2026-03-02,완료,2026-1,정규
327882,107882,200003,2026-03-02,완료,2026-1,정규
327883,107883,200003,2026-03-02,완료,2026-1,정규
327884,107884,200003,2026-03-02,완료,2026-1,정규
327885,107885,200003,2026-03-02,완료,2026-1,정규
327886,107886,200003,2026-03-02,완료,2026-1,정규
327887,107887,200003,2026-03-02,완료,2026-1,정규
327888,107888,200003,2026-03-02,완료,2026-1,정규
327889,107889,200003,2026-03-02,완료,2026-1,정규
327890,107890,200003,2026-03-02,완료,2026-1,정규
327891,107891,200003,2026-03-02,완료,2026-1,정규
327892,107892,200003,2026-03-02,완료,2026-1,정규
327893,107893,200003,2026-03-02,완료,2026-1,정규
327894,107894,200003,2026-03-02,완료,2026-1,정규
327895,107895,200003,2026-03-02,완료,2026-1,정규
327896,107896,200003,2026-03-02,완료,2026-1,정규
327897,107897,200003,2026-03-02,완료,2026-1,정규
327898,107898,200003,2026-03-02,완료,2026-1,정규
327899,107899,200003,2026-03-02,완료,2026-1,정규
327900,107900,200003,2026-03-02,완료,2026-1,정규
327901,107901,200003,2026-03-02,완료,2026-1,정규
327902,107902,200003,2026-03-02,완료,2026-1,정규
327903,107903,200003,2026-03-02,완료,2026-1,정규
327904,107904,200003,2026-03-02,완료,2026-1,정규
327905,107905,200003,2026-03-02,완료,2026-1,정규
327906,107906,200003,2026-03-02,완료,2026-1,정규
327907,107907,200003,2026-03-02,완료,2026-1,정규
327908,107908,200003,2026-03-02,완료,2026-1,정규
327909,107909,200003,2026-03-02,완료,2026-1,정규
327910,107910,200003,2026-03-02,완료,2026-1,정규
327911,107911,200003,2026-03-02,완료,2026-1,정규
327912,107912,200003,2026-03-02,완료,2026-1,정규
327913,107913,200003,2026-03-02,완료,2026-1,정규
327914,107914,200003,2026-03-02,완료,2026-1,정규
327915,107915,200003,2026-03-02,완료,2026-1,정규
327916,107916,200003,2026-03-02,완료,2026-1,정규
327917,107917,200003,2026-03-02,완료,2026-1,정규
327918,107918,200003,2026-03-02,완료,2026-1,정규
327919,107919,200003,2026-03-02,완료,2026-1,정규
327920,107920,200003,2026-03-02,완료,2026-1,정규
327921,107921,200003,2026-03-02,완료,2026-1,정규
327922,107922,200003,2026-03-02,완료,2026-1,정규
327923,107923,200003,2026-03-02,완료,2026-1,정규
327924,107924,200003,2026-03-02,완료,2026-1,정규
327925,107925,200003,2026-03-02,완료,2026-1,정규
327926,107926,200003,2026-03-02,완료,2026-1,정규
327927,107927,200003,2026-03-02,완료,2026-1,정규
327928,107928,200003,2026-03-02,완료,2026-1,정규
327929,107929,200003,2026-03-02,완료,2026-1,정규
327930,107930,200003,2026-03-02,완료,2026-1,정규
327931,107931,200003,2026-03-02,완료,2026-1,정규
327932,107932,200003,2026-03-02,완료,2026-1,정규
327933,107933,200003,2026-03-02,완료,2026-1,정규
327934,107934,200003,2026-03-02,완료,2026-1,정규
327935,107935,200003,2026-03-02,완료,2026-1,정규
327936,107936,200003,2026-03-02,완료,2026-1,정규
327937,107937,200003,2026-03-02,완료,2026-1,정규
327938,107938,200003,2026-03-02,완료,2026-1,정규
327939,107939,200003,2026-03-02,완료,2026-1,정규
327940,107940,200003,2026-03-02,완료,2026-1,정규
327941,107941,200003,2026-03-02,완료,2026-1,정규
327942,107942,200003,2026-03-02,완료,2026-1,정규
327943,107943,200003,2026-03-02,완료,2026-1,정규
327944,107944,200003,2026-03-02,완료,2026-1,정규
327945,107945,200003,2026-03-02,완료,2026-1,정규
327946,107946,200003,2026-03-02,완료,2026-1,정규
327947,107947,200003,2026-03-02,완료,2026-1,정규
327948,107948,200003,2026-03-02,완료,2026-1,정규
327949,107949,200003,2026-03-02,완료,2026-1,정규
327950,107950,200003,2026-03-02,완료,2026-1,정규
327951,107951,200003,2026-03-02,완료,2026-1,정규
327952,107952,200003,2026-03-02,완료,2026-1,정규
327953,107953,200003,2026-03-02,완료,2026-1,정규
327954,107954,200003,2026-03-02,완료,2026-1,정규
327955,107955,200003,2026-03-02,완료,2026-1,정규
327956,107956,200003,2026-03-02,완료,2026-1,정규
327957,107957,200003,2026-03-02,완료,2026-1,정규
327958,107958,200003,2026-03-02,완료,2026-1,정규
327959,107959,200003,2026-03-02,완료,2026-1,정규
327960,107960,200003,2026-03-02,완료,2026-1,정규
327961,107961,200003,2026-03-02,완료,2026-1,정규
327962,107962,200003,2026-03-02,완료,2026-1,정규
327963,107963,200003,2026-03-02,완료,2026-1,정규
327964,107964,200003,2026-03-02,완료,2026-1,정규
327965,107965,200003,2026-03-02,완료,2026-1,정규
327966,107966,200003,2026-03-02,완료,2026-1,정규
327967,107967,200003,2026-03-02,완료,2026-1,정규
327968,107968,200003,2026-03-02,완료,2026-1,정규
327969,107969,200003,2026-03-02,완료,2026-1,정규
327970,107970,200003,2026-03-02,완료,2026-1,정규
327971,107971,200003,2026-03-02,완료,2026-1,정규
327972,107972,200003,2026-03-02,완료,2026-1,정규
327973,107973,200003,2026-03-02,완료,2026-1,정규
327974,107974,200003,2026-03-02,완료,2026-1,정규
327975,107975,200003,2026-03-02,완료,2026-1,정규
327976,107976,200003,2026-03-02,완료,2026-1,정규
327977,107977,200003,2026-03-02,완료,2026-1,정규
327978,107978,200003,2026-03-02,완료,2026-1,정규
327979,107979,200003,2026-03-02,완료,2026-1,정규
327980,107980,200003,2026-03-02,완료,2026-1,정규
327981,107981,200003,2026-03-02,완료,2026-1,정규
327982,107982,200003,2026-03-02,완료,2026-1,정규
327983,107983,200003,2026-03-02,완료,2026-1,정규
327984,107984,200003,2026-03-02,완료,2026-1,정규
327985,107985,200003,2026-03-02,완료,2026-1,정규
327986,107986,200003,2026-03-02,완료,2026-1,정규
327987,107987,200003,2026-03-02,완료,2026-1,정규
327988,107988,200003,2026-03-02,완료,2026-1,정규
327989,107989,200003,2026-03-02,완료,2026-1,정규
327990,107990,200003,2026-03-02,완료,2026-1,정규
327991,107991,200003,2026-03-02,완료,2026-1,정규
327992,107992,200003,2026-03-02,완료,2026-1,정규
327993,107993,200003,2026-03-02,완료,2026-1,정규
327994,107994,200003,2026-03-02,완료,2026-1,정규
327995,107995,200003,2026-03-02,완료,2026-1,정규
327996,107996,200003,2026-03-02,완료,2026-1,정규
327997,107997,200003,2026-03-02,완료,2026-1,정규
327998,107998,200003,2026-03-02,완료,2026-1,정규
327999,107999,200003,2026-03-02,완료,2026-1,정규
328000,108000,200003,2026-03-02,완료,2026-1,정규
328001,108001,200003,2026-03-02,완료,2026-1,정규
328002,108002,200003,2026-03-02,완료,2026-1,정규
328003,108003,200003,2026-03-02,완료,2026-1,정규
328004,108004,200003,2026-03-02,완료,2026-1,정규
328005,108005,200003,2026-03-02,완료,2026-1,정규
328006,108006,200003,2026-03-02,완료,2026-1,정규
328007,108007,200003,2026-03-02,완료,2026-1,정규
328008,108008,200003,2026-03-02,완료,2026-1,정규
328009,108009,200003,2026-03-02,완료,2026-1,정규
328010,108010,200003,2026-03-02,완료,2026-1,정규
328011,108011,200003,2026-03-02,완료,2026-1,정규
328012,108012,200003,2026-03-02,완료,2026-1,정규
328013,108013,200003,2026-03-02,완료,2026-1,정규
328014,108014,200003,2026-03-02,완료,2026-1,정규
328015,108015,200003,2026-03-02,완료,2026-1,정규
328016,108016,200003,2026-03-02,완료,2026-1,정규
328017,108017,200003,2026-03-02,완료,2026-1,정규
328018,108018,200003,2026-03-02,완료,2026-1,정규
328019,108019,200003,2026-03-02,완료,2026-1,정규
328020,108020,200003,2026-03-02,완료,2026-1,정규
328021,108021,200003,2026-03-02,완료,2026-1,정규
328022,108022,200003,2026-03-02,완료,2026-1,정규
328023,108023,200003,2026-03-02,완료,2026-1,정규
328024,108024,200003,2026-03-02,완료,2026-1,정규
328025,108025,200003,2026-03-02,완료,2026-1,정규
328026,108026,200003,2026-03-02,완료,2026-1,정규
328027,108027,200003,2026-03-02,완료,2026-1,정규
328028,108028,200003,2026-03-02,완료,2026-1,정규
328029,108029,200003,2026-03-02,완료,2026-1,정규
328030,108030,200003,2026-03-02,완료,2026-1,정규
328031,108031,200003,2026-03-02,완료,2026-1,정규
328032,108032,200003,2026-03-02,완료,2026-1,정규
328033,108033,200003,2026-03-02,완료,2026-1,정규
328034,108034,200003,2026-03-02,완료,2026-1,정규
328035,108035,200003,2026-03-02,완료,2026-1,정규
328036,108036,200003,2026-03-02,완료,2026-1,정규
328037,108037,200003,2026-03-02,완료,2026-1,정규
328038,108038,200003,2026-03-02,완료,2026-1,정규
328039,108039,200003,2026-03-02,완료,2026-1,정규
328040,108040,200003,2026-03-02,완료,2026-1,정규
328041,108041,200003,2026-03-02,완료,2026-1,정규
328042,108042,200003,2026-03-02,완료,2026-1,정규
328043,108043,200003,2026-03-02,완료,2026-1,정규
328044,108044,200003,2026-03-02,완료,2026-1,정규
328045,108045,200003,2026-03-02,완료,2026-1,정규
328046,108046,200003,2026-03-02,완료,2026-1,정규
328047,108047,200003,2026-03-02,완료,2026-1,정규
328048,108048,200003,2026-03-02,완료,2026-1,정규
328049,108049,200003,2026-03-02,완료,2026-1,정규
328050,108050,200003,2026-03-02,완료,2026-1,정규
328051,108051,200003,2026-03-02,완료,2026-1,정규
328052,108052,200003,2026-03-02,완료,2026-1,정규
328053,108053,200003,2026-03-02,완료,2026-1,정규
328054,108054,200003,2026-03-02,완료,2026-1,정규
328055,108055,200003,2026-03-02,완료,2026-1,정규
328056,108056,200003,2026-03-02,완료,2026-1,정규
328057,108057,200003,2026-03-02,완료,2026-1,정규
328058,108058,200003,2026-03-02,완료,2026-1,정규
328059,108059,200003,2026-03-02,완료,2026-1,정규
328060,108060,200003,2026-03-02,완료,2026-1,정규
328061,108061,200003,2026-03-02,완료,2026-1,정규
328062,108062,200003,2026-03-02,완료,2026-1,정규
328063,108063,200003,2026-03-02,완료,2026-1,정규
328064,108064,200003,2026-03-02,완료,2026-1,정규
328065,108065,200003,2026-03-02,완료,2026-1,정규
328066,108066,200003,2026-03-02,완료,2026-1,정규
328067,108067,200003,2026-03-02,완료,2026-1,정규
328068,108068,200003,2026-03-02,완료,2026-1,정규
328069,108069,200003,2026-03-02,완료,2026-1,정규
328070,108070,200003,2026-03-02,완료,2026-1,정규
328071,108071,200003,2026-03-02,완료,2026-1,정규
328072,108072,200003,2026-03-02,완료,2026-1,정규
328073,108073,200003,2026-03-02,완료,2026-1,정규
328074,108074,200003,2026-03-02,완료,2026-1,정규
328075,108075,200003,2026-03-02,완료,2026-1,정규
328076,108076,200003,2026-03-02,완료,2026-1,정규
328077,108077,200003,2026-03-02,완료,2026-1,정규
328078,108078,200003,2026-03-02,완료,2026-1,정규
328079,108079,200003,2026-03-02,완료,2026-1,정규
328080,108080,200003,2026-03-02,완료,2026-1,정규
328081,108081,200003,2026-03-02,완료,2026-1,정규
328082,108082,200003,2026-03-02,완료,2026-1,정규
328083,108083,200003,2026-03-02,완료,2026-1,정규
328084,108084,200003,2026-03-02,완료,2026-1,정규
328085,108085,200003,2026-03-02,완료,2026-1,정규
328086,108086,200003,2026-03-02,완료,2026-1,정규
328087,108087,200003,2026-03-02,완료,2026-1,정규
328088,108088,200003,2026-03-02,완료,2026-1,정규
328089,108089,200003,2026-03-02,완료,2026-1,정규
328090,108090,200003,2026-03-02,완료,2026-1,정규
328091,108091,200003,2026-03-02,완료,2026-1,정규
328092,108092,200003,2026-03-02,완료,2026-1,정규
328093,108093,200003,2026-03-02,완료,2026-1,정규
328094,108094,200003,2026-03-02,완료,2026-1,정규
328095,108095,200003,2026-03-02,완료,2026-1,정규
328096,108096,200003,2026-03-02,완료,2026-1,정규
328097,108097,200003,2026-03-02,완료,2026-1,정규
328098,108098,200003,2026-03-02,완료,2026-1,정규
328099,108099,200003,2026-03-02,완료,2026-1,정규
328100,108100,200003,2026-03-02,완료,2026-1,정규
328101,108101,200003,2026-03-02,완료,2026-1,정규
328102,108102,200003,2026-03-02,완료,2026-1,정규
328103,108103,200003,2026-03-02,완료,2026-1,정규
328104,108104,200003,2026-03-02,완료,2026-1,정규
328105,108105,200003,2026-03-02,완료,2026-1,정규
328106,108106,200003,2026-03-02,완료,2026-1,정규
328107,108107,200003,2026-03-02,완료,2026-1,정규
328108,108108,200003,2026-03-02,완료,2026-1,정규
328109,108109,200003,2026-03-02,완료,2026-1,정규
328110,108110,200003,2026-03-02,완료,2026-1,정규
328111,108111,200003,2026-03-02,완료,2026-1,정규
328112,108112,200003,2026-03-02,완료,2026-1,정규
328113,108113,200003,2026-03-02,완료,2026-1,정규
328114,108114,200003,2026-03-02,완료,2026-1,정규
328115,108115,200003,2026-03-02,완료,2026-1,정규
328116,108116,200003,2026-03-02,완료,2026-1,정규
328117,108117,200003,2026-03-02,완료,2026-1,정규
328118,108118,200003,2026-03-02,완료,2026-1,정규
328119,108119,200003,2026-03-02,완료,2026-1,정규
328120,108120,200003,2026-03-02,완료,2026-1,정규
328121,108121,200003,2026-03-02,완료,2026-1,정규
328122,108122,200003,2026-03-02,완료,2026-1,정규
328123,108123,200003,2026-03-02,완료,2026-1,정규
328124,108124,200003,2026-03-02,완료,2026-1,정규
328125,108125,200003,2026-03-02,완료,2026-1,정규
328126,108126,200003,2026-03-02,완료,2026-1,정규
328127,108127,200003,2026-03-02,완료,2026-1,정규
328128,108128,200003,2026-03-02,완료,2026-1,정규
328129,108129,200003,2026-03-02,완료,2026-1,정규
328130,108130,200003,2026-03-02,완료,2026-1,정규
328131,108131,200003,2026-03-02,완료,2026-1,정규
328132,108132,200003,2026-03-02,완료,2026-1,정규
328133,108133,200003,2026-03-02,완료,2026-1,정규
328134,108134,200003,2026-03-02,완료,2026-1,정규
328135,108135,200003,2026-03-02,완료,2026-1,정규
328136,108136,200003,2026-03-02,완료,2026-1,정규
328137,108137,200003,2026-03-02,완료,2026-1,정규
328138,108138,200003,2026-03-02,완료,2026-1,정규
328139,108139,200003,2026-03-02,완료,2026-1,정규
328140,108140,200003,2026-03-02,완료,2026-1,정규
328141,108141,200003,2026-03-02,완료,2026-1,정규
328142,108142,200003,2026-03-02,완료,2026-1,정규
328143,108143,200003,2026-03-02,완료,2026-1,정규
328144,108144,200003,2026-03-02,완료,2026-1,정규
328145,108145,200003,2026-03-02,완료,2026-1,정규
328146,108146,200003,2026-03-02,완료,2026-1,정규
328147,108147,200003,2026-03-02,완료,2026-1,정규
328148,108148,200003,2026-03-02,완료,2026-1,정규
328149,108149,200003,2026-03-02,완료,2026-1,정규
328150,108150,200003,2026-03-02,완료,2026-1,정규
328151,108151,200003,2026-03-02,완료,2026-1,정규
328152,108152,200003,2026-03-02,완료,2026-1,정규
328153,108153,200003,2026-03-02,완료,2026-1,정규
328154,108154,200003,2026-03-02,완료,2026-1,정규
328155,108155,200003,2026-03-02,완료,2026-1,정규
328156,108156,200003,2026-03-02,완료,2026-1,정규
328157,108157,200003,2026-03-02,완료,2026-1,정규
328158,108158,200003,2026-03-02,완료,2026-1,정규
328159,108159,200003,2026-03-02,완료,2026-1,정규
328160,108160,200003,2026-03-02,완료,2026-1,정규
328161,108161,200003,2026-03-02,완료,2026-1,정규
328162,108162,200003,2026-03-02,완료,2026-1,정규
328163,108163,200003,2026-03-02,완료,2026-1,정규
328164,108164,200003,2026-03-02,완료,2026-1,정규
328165,108165,200003,2026-03-02,완료,2026-1,정규
328166,108166,200003,2026-03-02,완료,2026-1,정규
328167,108167,200003,2026-03-02,완료,2026-1,정규
328168,108168,200003,2026-03-02,완료,2026-1,정규
328169,108169,200003,2026-03-02,완료,2026-1,정규
328170,108170,200003,2026-03-02,완료,2026-1,정규
328171,108171,200003,2026-03-02,완료,2026-1,정규
328172,108172,200003,2026-03-02,완료,2026-1,정규
328173,108173,200003,2026-03-02,완료,2026-1,정규
328174,108174,200003,2026-03-02,완료,2026-1,정규
328175,108175,200003,2026-03-02,완료,2026-1,정규
328176,108176,200003,2026-03-02,완료,2026-1,정규
328177,108177,200003,2026-03-02,완료,2026-1,정규
328178,108178,200003,2026-03-02,완료,2026-1,정규
328179,108179,200003,2026-03-02,완료,2026-1,정규
328180,108180,200003,2026-03-02,완료,2026-1,정규
328181,108181,200003,2026-03-02,완료,2026-1,정규
328182,108182,200003,2026-03-02,완료,2026-1,정규
328183,108183,200003,2026-03-02,완료,2026-1,정규
328184,108184,200003,2026-03-02,완료,2026-1,정규
328185,108185,200003,2026-03-02,완료,2026-1,정규
328186,108186,200003,2026-03-02,완료,2026-1,정규
328187,108187,200003,2026-03-02,완료,2026-1,정규
328188,108188,200003,2026-03-02,완료,2026-1,정규
328189,108189,200003,2026-03-02,완료,2026-1,정규
328190,108190,200003,2026-03-02,완료,2026-1,정규
328191,108191,200003,2026-03-02,완료,2026-1,정규
328192,108192,200003,2026-03-02,완료,2026-1,정규
328193,108193,200003,2026-03-02,완료,2026-1,정규
328194,108194,200003,2026-03-02,완료,2026-1,정규
328195,108195,200003,2026-03-02,완료,2026-1,정규
328196,108196,200003,2026-03-02,완료,2026-1,정규
328197,108197,200003,2026-03-02,완료,2026-1,정규
328198,108198,200003,2026-03-02,완료,2026-1,정규
328199,108199,200003,2026-03-02,완료,2026-1,정규
328200,108200,200003,2026-03-02,완료,2026-1,정규
328201,108201,200003,2026-03-02,완료,2026-1,정규
328202,108202,200003,2026-03-02,완료,2026-1,정규
328203,108203,200003,2026-03-02,완료,2026-1,정규
328204,108204,200003,2026-03-02,완료,2026-1,정규
328205,108205,200003,2026-03-02,완료,2026-1,정규
328206,108206,200003,2026-03-02,완료,2026-1,정규
328207,108207,200003,2026-03-02,완료,2026-1,정규
328208,108208,200003,2026-03-02,완료,2026-1,정규
328209,108209,200003,2026-03-02,완료,2026-1,정규
328210,108210,200003,2026-03-02,완료,2026-1,정규
328211,108211,200003,2026-03-02,완료,2026-1,정규
328212,108212,200003,2026-03-02,완료,2026-1,정규
328213,108213,200003,2026-03-02,완료,2026-1,정규
328214,108214,200003,2026-03-02,완료,2026-1,정규
328215,108215,200003,2026-03-02,완료,2026-1,정규
328216,108216,200003,2026-03-02,완료,2026-1,정규
328217,108217,200003,2026-03-02,완료,2026-1,정규
328218,108218,200003,2026-03-02,완료,2026-1,정규
328219,108219,200003,2026-03-02,완료,2026-1,정규
328220,108220,200003,2026-03-02,완료,2026-1,정규
328221,108221,200003,2026-03-02,완료,2026-1,정규
328222,108222,200003,2026-03-02,완료,2026-1,정규
328223,108223,200003,2026-03-02,완료,2026-1,정규
328224,108224,200003,2026-03-02,완료,2026-1,정규
328225,108225,200003,2026-03-02,완료,2026-1,정규
328226,108226,200003,2026-03-02,완료,2026-1,정규
328227,108227,200003,2026-03-02,완료,2026-1,정규
328228,108228,200003,2026-03-02,완료,2026-1,정규
328229,108229,200003,2026-03-02,완료,2026-1,정규
328230,108230,200003,2026-03-02,완료,2026-1,정규
328231,108231,200003,2026-03-02,완료,2026-1,정규
328232,108232,200003,2026-03-02,완료,2026-1,정규
328233,108233,200003,2026-03-02,완료,2026-1,정규
328234,108234,200003,2026-03-02,완료,2026-1,정규
328235,108235,200003,2026-03-02,완료,2026-1,정규
328236,108236,200003,2026-03-02,완료,2026-1,정규
328237,108237,200003,2026-03-02,완료,2026-1,정규
328238,108238,200003,2026-03-02,완료,2026-1,정규
328239,108239,200003,2026-03-02,완료,2026-1,정규
328240,108240,200003,2026-03-02,완료,2026-1,정규
328241,108241,200003,2026-03-02,완료,2026-1,정규
328242,108242,200003,2026-03-02,완료,2026-1,정규
328243,108243,200003,2026-03-02,완료,2026-1,정규
328244,108244,200003,2026-03-02,완료,2026-1,정규
328245,108245,200003,2026-03-02,완료,2026-1,정규
328246,108246,200003,2026-03-02,완료,2026-1,정규
328247,108247,200003,2026-03-02,완료,2026-1,정규
328248,108248,200003,2026-03-02,완료,2026-1,정규
328249,108249,200003,2026-03-02,완료,2026-1,정규
328250,108250,200003,2026-03-02,완료,2026-1,정규
328251,108251,200003,2026-03-02,완료,2026-1,정규
328252,108252,200003,2026-03-02,완료,2026-1,정규
328253,108253,200003,2026-03-02,완료,2026-1,정규
328254,108254,200003,2026-03-02,완료,2026-1,정규
328255,108255,200003,2026-03-02,완료,2026-1,정규
328256,108256,200003,2026-03-02,완료,2026-1,정규
328257,108257,200003,2026-03-02,완료,2026-1,정규
328258,108258,200003,2026-03-02,완료,2026-1,정규
328259,108259,200003,2026-03-02,완료,2026-1,정규
328260,108260,200003,2026-03-02,완료,2026-1,정규
328261,108261,200003,2026-03-02,완료,2026-1,정규
328262,108262,200003,2026-03-02,완료,2026-1,정규
328263,108263,200003,2026-03-02,완료,2026-1,정규
328264,108264,200003,2026-03-02,완료,2026-1,정규
328265,108265,200003,2026-03-02,완료,2026-1,정규
328266,108266,200003,2026-03-02,완료,2026-1,정규
328267,108267,200003,2026-03-02,완료,2026-1,정규
328268,108268,200003,2026-03-02,완료,2026-1,정규
328269,108269,200003,2026-03-02,완료,2026-1,정규
328270,108270,200003,2026-03-02,완료,2026-1,정규
328271,108271,200003,2026-03-02,완료,2026-1,정규
328272,108272,200003,2026-03-02,완료,2026-1,정규
328273,108273,200003,2026-03-02,완료,2026-1,정규
328274,108274,200003,2026-03-02,완료,2026-1,정규
328275,108275,200003,2026-03-02,완료,2026-1,정규
328276,108276,200003,2026-03-02,완료,2026-1,정규
328277,108277,200003,2026-03-02,완료,2026-1,정규
328278,108278,200003,2026-03-02,완료,2026-1,정규
328279,108279,200003,2026-03-02,완료,2026-1,정규
328280,108280,200003,2026-03-02,완료,2026-1,정규
328281,108281,200003,2026-03-02,완료,2026-1,정규
328282,108282,200003,2026-03-02,완료,2026-1,정규
328283,108283,200003,2026-03-02,완료,2026-1,정규
328284,108284,200003,2026-03-02,완료,2026-1,정규
328285,108285,200003,2026-03-02,완료,2026-1,정규
328286,108286,200003,2026-03-02,완료,2026-1,정규
328287,108287,200003,2026-03-02,완료,2026-1,정규
328288,108288,200003,2026-03-02,완료,2026-1,정규
328289,108289,200003,2026-03-02,완료,2026-1,정규
328290,108290,200003,2026-03-02,완료,2026-1,정규
328291,108291,200003,2026-03-02,완료,2026-1,정규
328292,108292,200003,2026-03-02,완료,2026-1,정규
328293,108293,200003,2026-03-02,완료,2026-1,정규
328294,108294,200003,2026-03-02,완료,2026-1,정규
328295,108295,200003,2026-03-02,완료,2026-1,정규
328296,108296,200003,2026-03-02,완료,2026-1,정규
328297,108297,200003,2026-03-02,완료,2026-1,정규
328298,108298,200003,2026-03-02,완료,2026-1,정규
328299,108299,200003,2026-03-02,완료,2026-1,정규
328300,108300,200003,2026-03-02,완료,2026-1,정규
328301,108301,200003,2026-03-02,완료,2026-1,정규
328302,108302,200003,2026-03-02,완료,2026-1,정규
328303,108303,200003,2026-03-02,완료,2026-1,정규
328304,108304,200003,2026-03-02,완료,2026-1,정규
328305,108305,200003,2026-03-02,완료,2026-1,정규
328306,108306,200003,2026-03-02,완료,2026-1,정규
328307,108307,200003,2026-03-02,완료,2026-1,정규
328308,108308,200003,2026-03-02,완료,2026-1,정규
328309,108309,200003,2026-03-02,완료,2026-1,정규
328310,108310,200003,2026-03-02,완료,2026-1,정규
328311,108311,200003,2026-03-02,완료,2026-1,정규
328312,108312,200003,2026-03-02,완료,2026-1,정규
328313,108313,200003,2026-03-02,완료,2026-1,정규
328314,108314,200003,2026-03-02,완료,2026-1,정규
328315,108315,200003,2026-03-02,완료,2026-1,정규
328316,108316,200003,2026-03-02,완료,2026-1,정규
328317,108317,200003,2026-03-02,완료,2026-1,정규
328318,108318,200003,2026-03-02,완료,2026-1,정규
328319,108319,200003,2026-03-02,완료,2026-1,정규
328320,108320,200003,2026-03-02,완료,2026-1,정규
328321,108321,200003,2026-03-02,완료,2026-1,정규
328322,108322,200003,2026-03-02,완료,2026-1,정규
328323,108323,200003,2026-03-02,완료,2026-1,정규
328324,108324,200003,2026-03-02,완료,2026-1,정규
328325,108325,200003,2026-03-02,완료,2026-1,정규
328326,108326,200003,2026-03-02,완료,2026-1,정규
328327,108327,200003,2026-03-02,완료,2026-1,정규
328328,108328,200003,2026-03-02,완료,2026-1,정규
328329,108329,200003,2026-03-02,완료,2026-1,정규
328330,108330,200003,2026-03-02,완료,2026-1,정규
328331,108331,200003,2026-03-02,완료,2026-1,정규
328332,108332,200003,2026-03-02,완료,2026-1,정규
328333,108333,200003,2026-03-02,완료,2026-1,정규
328334,108334,200003,2026-03-02,완료,2026-1,정규
328335,108335,200003,2026-03-02,완료,2026-1,정규
328336,108336,200003,2026-03-02,완료,2026-1,정규
328337,108337,200003,2026-03-02,완료,2026-1,정규
328338,108338,200003,2026-03-02,완료,2026-1,정규
328339,108339,200003,2026-03-02,완료,2026-1,정규
328340,108340,200003,2026-03-02,완료,2026-1,정규
328341,108341,200003,2026-03-02,완료,2026-1,정규
328342,108342,200003,2026-03-02,완료,2026-1,정규
328343,108343,200003,2026-03-02,완료,2026-1,정규
328344,108344,200003,2026-03-02,완료,2026-1,정규
328345,108345,200003,2026-03-02,완료,2026-1,정규
328346,108346,200003,2026-03-02,완료,2026-1,정규
328347,108347,200003,2026-03-02,완료,2026-1,정규
328348,108348,200003,2026-03-02,완료,2026-1,정규
328349,108349,200003,2026-03-02,완료,2026-1,정규
328350,108350,200003,2026-03-02,완료,2026-1,정규
328351,108351,200003,2026-03-02,완료,2026-1,정규
328352,108352,200003,2026-03-02,완료,2026-1,정규
328353,108353,200003,2026-03-02,완료,2026-1,정규
328354,108354,200003,2026-03-02,완료,2026-1,정규
328355,108355,200003,2026-03-02,완료,2026-1,정규
328356,108356,200003,2026-03-02,완료,2026-1,정규
